sha,message,author,date
972f4a50a3cfaf1ca65331a82662b54d980e79d5,Update license year 2019,Everton Melo,2019-01-01T02:28:57Z
419c50d366173ddea992f76b694e9ccbafacd46d,Merge pull request #237 from gin/master,Erik Tierney,2018-11-02T18:50:30Z
a3f7fc3463d831ccc559b9e69ddc0d329e851042,Update indent levels to be consistent,Luigi,2018-10-30T23:26:10Z
72c5610e95f955a4ff3e0e6388a97f502df0c633,Correct typos in doc/*,Luigi,2018-10-30T23:25:15Z
8acd8e3c1e4cd4005d7225f55eb321ea4f2ae31c,create parallel travis test environments (#235),mirathewhite,2018-10-25T15:44:00Z
7b2c573197420a9b621f1dd7b657ba134551cab0,[CENT-355] Write ArgumentTests (#234),mirathewhite,2018-10-24T18:06:17Z
dc693a09b60c096523d55bec104e54c25880c384,[CENT-361] Modify TokenTestUtils function buildExpectedState/getActualState (#228),mirathewhite,2018-10-24T13:22:54Z
1e8064cb2dba3337217746f3c72bf975de0fddb0,Merge pull request #229 from mirathewhite/readme,Oliver Hudson,2018-10-22T14:38:01Z
0ca51ea4d38b124168b94861bd242045522b3541,Added ArgumentTests (#230),mirathewhite,2018-10-22T14:03:30Z
dab79893ac6a95490b39a53cbc969b9c92ec15dc,fixed typos,mirathewhite,2018-10-22T14:01:37Z
e9b6a081b3b4e4ba6b37715144e62c8e5b841441,cleaned up Completeness output and colors/checkmarks (#232),mirathewhite,2018-10-22T13:45:34Z
922b8debdee7a67324a09f2c77f0f1367f956410,Merge master into multi-issuer to pick up CI changes. (#231),Erik Tierney,2018-10-18T17:24:15Z
0f4aa09ef2427ea69be76e1c635ea9374a432732,README file for MasterMinter,mirathewhite,2018-10-17T16:51:28Z
ab8d8ce11320915ca4c384e08a1ef4cde15d5f58,Merge pull request #227 from centrehq/travis-ci,Erik Tierney,2018-10-16T18:20:38Z
d230f0c4625559db874724c5a13cd068fb669428,Initial .travis.yml file,Erik Tierney,2018-10-15T18:39:18Z
4d45c5a7d6179e0039f1634d2e86b9688de88250,Merge pull request #226 from mirathewhite/testMasterMinter,Oliver Hudson,2018-10-12T01:22:57Z
40fdc07001d99558e37ad354100710b1eb000f34,beforeEach sends MintController as argument to initialization function,mirathewhite,2018-10-11T15:45:31Z
4b9ebf3941a48e41e7363fee729035610a71ca66,Fixed bug in MasterMinter.sol constructor and added MasterMinter unit tests,mirathewhite,2018-10-11T13:47:09Z
fd438956dbc5cebe1329b3dab149cd563711fa93,"add requirement to configureController(c,m) that m is not 0 (#225)",mirathewhite,2018-10-10T16:07:19Z
836cf2ba160e363543f6bf2f8bc38741c3b2f0b9,Basic tests (#224),mirathewhite,2018-10-09T21:11:14Z
8cbeefd3a5525e6cb54d95a996e3cdcfcc321583,Merge pull request #223 from mirathewhite/verifyCSV,Erik Tierney,2018-10-04T21:18:21Z
9f524bfa76a2a524a49a0e5dc2ec231372f1e1d8,Added unit test completeness testing,mirathewhite,2018-10-04T17:44:57Z
3895e5777daa8cb9e3d40bf5dcbb5a12939bfa48,updated README,mirathewhite,2018-10-04T15:56:56Z
43aaaf027e317ef0216e9953c65ab4bd78c78acb,"Added pending support, relative paths",mirathewhite,2018-10-04T15:48:25Z
60101f305498037652e88cee830f5f9b746d9445,basic functionality working with *csv spreadsheets,mirathewhite,2018-10-04T01:04:35Z
620df426efe2b4baec2990ce570e5b1fdcbb1cd5,Adding parse-csv package,mirathewhite,2018-09-28T20:44:43Z
59ec401e96a9b747b3c0b37cdf7fd3e2ae3fa190,Adding spreadsheets,mirathewhite,2018-09-28T20:30:33Z
37445bdb737f25c552f66875d18062ee617e9eac,Merged upstream,mirathewhite,2018-09-28T20:09:21Z
7059470c37e3ddc75961535f9028a02dc980a45a,[CENT-331]: Unify checkVariables and checkState (#221),mirathewhite,2018-09-28T15:31:27Z
6334d373743c6a3f87c41718fa65214e3c7d789b,add cloudformation template for codebuild project (#222),Trevor Baker,2018-09-27T13:20:01Z
fd3ded71196919205d34f624043b36fdd6b796d2,"Using library funciton clone(), removing logObject, and creating checkMINTp0 function for unit tests",mirathewhite,2018-09-26T16:26:46Z
544dccc1bcc23e954581cbd2ec15c759a12ca5e5,readme cleanup,Erik Tierney,2018-09-25T22:56:38Z
bad7646e11def764e789d98f8b90ed264b7749f6,Merge pull request #220 from eztierney/master,Erik Tierney,2018-09-25T22:55:45Z
b0d3da805ff30068e45ccec911fad4caea7e5976,cleanup,Erik Tierney,2018-09-25T22:53:09Z
ea6cf1528f533f95fe6e2b9331f046b9297963e2,housekeeping,Trevor Baker,2018-09-25T22:15:11Z
b6eeabf103406984db6ad7ed0b14aa7080023e94,Update readme,Erik Tierney,2018-09-25T20:47:39Z
1a91d49ec65b877924c69111a72c2c99490b4a01,Merge pull request #219 from walkerq/master,Oliver Hudson,2018-09-24T14:07:31Z
c59ca3d5daf4178f56fb0b30e7a24034630f2792,remove encoder and decoder tools,Walker,2018-09-21T21:44:13Z
0eb61a62b770d5ed15e69e7994ff5acc6acfb003,replaced literal objects with actual objects,mirathewhite,2018-09-20T20:13:49Z
7dc6d8f28fc614344663c94b54d4ffd4dae0f84d,checkVariables takes as input either FiatTokenV1 or MintController,mirathewhite,2018-09-20T20:05:56Z
9cab5eeaf199abc5d6c7b6f9632b897bf3776d63,add ControllerState object to ControllerTestUtils.js,mirathewhite,2018-09-20T13:52:36Z
1c8c13b36529c2d01ea4951ba449ea695351f7df,Merge pull request #216 from huaweigu/chore/fix-typo-in-readme,Oliver Hudson,2018-09-19T12:57:29Z
4e319ff3e802f1aa20926fe38cc5b48e224f12e6,Fix typo in readme,hgu,2018-09-18T18:03:09Z
77190af028beda5b275362983bf029391f97a73c,Merge pull request #215 from mirathewhite/removeController,Erik Tierney,2018-09-18T16:33:06Z
4478bb44feb57f4f2a9e896f531eec91265b1fae,fixing failed 'remove controller',mirathewhite,2018-09-18T13:29:34Z
6b0c1e1e8afb60b208b9d2ee1a91064d1ddb11ed,Merge pull request #214 from mirathewhite/removeController,Erik Tierney,2018-09-17T17:25:02Z
d00ca6c6208adea7285dcae75489e891385cde94,Add remove controller,mirathewhite,2018-09-17T15:50:03Z
91675a43f82e39d351ddf04d8b9f1888fc37176c,Merge pull request #213 from mirathewhite/name-change,Erik Tierney,2018-09-14T19:33:46Z
e33452e141689640dcba9388477516a5b86fdd58,updated new unit tests to use minterManager instead of token,mirathewhite,2018-09-14T18:54:25Z
3db7a989460574fdc977ac6b21ad8cc8d202c344,changing token to minterManager and MintableTokenInterface to MinterManagerInteface,mirathewhite,2018-09-14T15:39:21Z
5c13426ad7e80b3f3e600c65df4b71d4b1faa9dc,Merge pull request #212 from mirathewhite/code-coverage,Oliver Hudson,2018-09-14T18:42:25Z
0f002ec3c2ae6e5ddb14e47a731e22f0295930ed,replacing A. with Accounts. for code clarity,mirathewhite,2018-09-14T15:42:23Z
161e94ba75d0ed27fb8737c708dc6ba03fff0f3f,Merge pull request #211 from mirathewhite/multi-issuer,mirathewhite,2018-09-14T13:05:30Z
630a87c3f915e696ea414455a71912bf6766dbfb,Add more unit tests,mirathewhite,2018-09-13T14:53:01Z
8131df8c057212b77f5af9dbddddaeb29cea5901,replacing use of tokenUtils.tokenOwnerAccount with Accounts.tokenOwnerAccont,mirathewhite,2018-09-13T13:37:18Z
7514170e0c50217b83145387c93c094f9b8a39a6,All tests use global Accounts object from AccountUtils.,mirathewhite,2018-09-12T20:20:34Z
a2d9abdbfde499011bdfabd2ab27221752ca365a,Merge pull request #209 from mirathewhite/multi-issuer,Erik Tierney,2018-09-12T17:27:44Z
207af4b3ef7fcb0d93fb8f2d87db5155c6d944db,"Added comments, events, and modified Controller to use workers instead of minters",mirathewhite,2018-09-12T16:38:03Z
43add119ea3a949485b5517899fca3dff16d5911,MINT p0 contracts and test framework,Erik Tierney,2018-08-02T13:38:38Z
fab8640fd3bc4ad8ee111a001a3ee9ee877ccc56,Merge pull request #208 from walkerq/master,Oliver Hudson,2018-08-28T15:10:56Z
ccb4b8e18385ddf57434681f763a7299b3c6c93a,"provide --abi-path option allowing decoder to be run with just node instead of with truffle and ganache, by passing path to abi json. To get abi from truffle, use --truffle-artifact instead of --contract. Expand decoder help text.",Walker,2018-08-24T21:26:12Z
52cf6878aa19cc8efae244200050069c468168a9,Merge pull request #207 from o-a-hudson/slack-alert,Oliver Hudson,2018-08-21T17:22:44Z
a1186eb106f3725739b713719188eb2fea66c78b,Fixes grep exit error; adds more descriptive messages; fixes typo,Oliver Hudson,2018-08-21T16:38:50Z
8c02d436d98ec8acf28cca5a16b4f5ba1803b2ad,Merge pull request #204 from o-a-hudson/slack-alert,mirathewhite,2018-08-21T14:35:48Z
a02b53b26712557dd93a353e772b47fd5040b8e1,Merge pull request #206 from walkerq/master,Oliver Hudson,2018-08-20T23:56:03Z
062af85c455469c98a40a0407341d3650dc98fd7,remove dependency on web3,Walker,2018-08-20T19:58:47Z
6a5712ae35bd07b1382ba8fe420e4255cec25f6e,Adds notification for failing builds,Oliver Hudson,2018-08-20T21:31:42Z
bba79e951d143e0749ce323ef703a423af110a8e,Merge pull request #205 from o-a-hudson/slack-alert-aws-permissions,Oliver Hudson,2018-08-17T19:58:15Z
e112876c835587e2cdd9f62ed491a3936025d54c,Adds permission to push build notifications,Oliver Hudson,2018-08-17T19:39:05Z
42e2644658143db8b60277ee3f00195e136c3c5c,Merge pull request #203 from walkerq/master,Oliver Hudson,2018-08-16T16:34:34Z
c810896b594ff1c91258a668a6e1f98d520d6e25,print decoder output to stream only if not saved to file,Walker,2018-08-16T15:33:25Z
41f9f6cad38a7a9d5ff10c47b5f444fe707d29d1,"use latest maintenance version of web3js, 0.20.6",Walker,2018-08-16T15:31:36Z
68668fcbba671dc495ef03e7dba1f2550f0efe8c,"allow user of decoder script to specify name of output file, and always parse values of type bytes to hex",Walker,2018-08-15T21:06:46Z
d4bd5ff49ecdb79141ae006975d7fdf8dc1d89d5,Merge pull request #196 from o-a-hudson/slack-alert,Oliver Hudson,2018-08-15T21:05:40Z
2261b2cd4f2dfbc1013d3f8123997f6fa99331b6,Adds notification configuration to codebuild pipeline,Oliver Hudson,2018-08-15T20:17:20Z
1dd9732776057a31c894a2692ed79bd528a6e1fc,Merge pull request #198 from mirathewhite/newFastTest,Oliver Hudson,2018-08-15T17:02:25Z
546632e2004bf32050284dbe1a732f191d165d30,removed duplicate tests from TestWrapper,mirathewhite,2018-08-14T15:12:27Z
c00b9c56c9008ba3a6bad5ccf5c6750962c378c5,added contract block to allow truffle-test single file execution,mirathewhite,2018-08-10T20:17:05Z
0fe23a2c8c0f66725b1a484ad5ece638b3cba047,fixed typo in TestWrapper,mirathewhite,2018-08-15T15:11:55Z
d2db32a1e0662b576ebb96deafc4823af99a8a2a,each test file executes new and upgraded token,mirathewhite,2018-08-15T14:31:45Z
e3b8ad2168407d8d78de22d018d02b62d064c690,removed duplicate tests from TestWrapper,mirathewhite,2018-08-14T15:12:27Z
7267d6e60de8e44415891843b9f31f81a8a252c2,added contract block to allow truffle-test single file execution,mirathewhite,2018-08-10T20:17:05Z
6f7e5f5d013449f4b1f9ea9c33a2089242adcf2b,Merge pull request #202 from mirathewhite/validate,Oliver Hudson,2018-08-15T15:02:14Z
fda1979887420ed12c1f632dfbcda6a3587f331b,fixed yarn.lock,mirathewhite,2018-08-14T19:14:20Z
7109ff9595efa1e67e6f1a8832721c3b9f9b11e8,Merge pull request #201 from walkerq/master,mirathewhite,2018-08-14T19:09:58Z
38619bc6fb28a32c155cb2687e5c26f999bfba50,reuse decodedDataJson and example data strings in tests,Walker,2018-08-14T18:47:18Z
1435aaac923bf548789ae91312eadcb8ddaf2a10,add path to yarn.lock,Walker,2018-08-14T18:27:21Z
0e0685c710fc7cb704f97cfdd2fe7936bdeb5683,Uncommented truffle-hdwallet-provider package declaration and updated README files.,mirathewhite,2018-08-14T18:25:32Z
3a0dd276be9277a11afe4a12cef86e67097410f9,remove async from decode function,Walker,2018-08-14T18:23:27Z
a8469f200fcf562086b58b85992c9a0957e0d0f4,write output from data decoder to file,Walker,2018-08-14T18:21:15Z
2b0b19afd4d2e01b2301e46157227bc39529e13e,Merge pull request #200 from anders94/fix-documentation,mirathewhite,2018-08-14T17:57:31Z
5643fd1eafd8c5267d3c1a1cd52a7fd542985640,add tx data decoder and use async/await for encoding/decoding tests,Walker,2018-08-14T17:21:16Z
74d94e9646c6c44a2a56c7d09ac558740dae1f03,Mention pause / unpause events,Anders Brownworth,2018-08-14T17:05:01Z
31be195da5ebc076bee197c4fc56b3f55a1c22bc,Merge pull request #197 from mirathewhite/maxUintTest,Erik Tierney,2018-08-10T21:02:14Z
5b10cda799eebc908124c63e47ff6226af578b51,Added unit tests for 0xfffff...ff input,mirathewhite,2018-08-10T19:29:39Z
cefe2d562f8a15dfea43ca4bdbba4aa5036eae51,Merge pull request #195 from AlecSchaefer/echidna,mirathewhite,2018-08-10T18:43:33Z
aaf9dec115feb8469116d611d29136b6c1d0cbe7,Fixes typo in config.yaml,Alec Schaefer,2018-08-10T18:17:25Z
6838dbc14bdb0bb55aab2545aecd6817afa8a78b,fixes README for echidna_tests,Alec Schaefer,2018-08-10T18:15:51Z
c1004008d8fa5a78930b72d925b53eb72e2873d6,Merge pull request #192 from mirathewhite/validateFix,walkerq,2018-08-10T15:51:08Z
5c2b64e5807688eedb9c818d21bca41c7620502d,Merge pull request #193 from mirathewhite/master,Erik Tierney,2018-08-10T15:31:21Z
6607885938a39264286588cfedcbe469cc3e741d,fixed typos and output formatting,mirathewhite,2018-08-10T14:03:05Z
97016984f5853fd9c0db5c8f90955947cdc1201b,Merge branch 'master' into echidna,Alec Schaefer,2018-08-09T19:15:35Z
05a0bc356ecd173995c2f93b44d12cc44e9a7315,adds echidna to test suite [CENT-186],Alec Schaefer,2018-08-09T19:06:56Z
e3e4c8926d4437632adb27857497943e6593b792,add check that FiatTokenV1 is initialized,mirathewhite,2018-08-09T01:54:50Z
048e73422940c4475543cc2b99a66265c67e2935,Merge pull request #191 from o-a-hudson/verification-update,mirathewhite,2018-08-08T19:01:16Z
555e58b5d9142f8f36e19d9eff0c567b55660ae8,checkDiff validates Etherscan source code compared to local files.,mirathewhite,2018-08-08T18:28:14Z
f701f5b89fe8ccba1648cc78339855f75ed62a71,Update verification instructions for added truffle script,Oliver Hudson,2018-08-08T17:45:56Z
ecf97299827c76421e435bb01b85e524a5c4820c,Merge pull request #189 from o-a-hudson/truffle,mirathewhite,2018-08-08T15:05:54Z
9dd31cfe2d578940048e17e8eb1f455b9188ed13,Merge pull request #190 from mirathewhite/validateFix,mirathewhite,2018-08-08T15:05:31Z
0962443f4f67be6c97b6fd26d1a88295902d3672,Replaced FiatToken with FiatTokenV1 in validate.js,mirathewhite,2018-08-08T14:35:46Z
67c08c7cb9b5d6af82ddeb4d158ef20ff5141075,Merge pull request #187 from o-a-hudson/check-variables-initialized,mirathewhite,2018-08-08T14:16:36Z
fdf81073dfa70ec28ac24e24582c2f8260cad3b5,Infura based validator (#188),mirathewhite,2018-08-08T12:54:03Z
6e39eb5ea93676c3c78a6dbba8ceeacba94c552f,Updates lockfile to stabalize ganache-cli,Oliver Hudson,2018-08-07T20:55:24Z
5cc0d7952b144352855a0d615bf18b29fbb10a06,Enforces use of local ganache (in package.json) for truffle tests; adds new script to start and use automatically; updates README,Oliver Hudson,2018-08-07T20:49:00Z
65ef81e2fbb54e14ac08eba88528731e45052804,Merge pull request #183 from walkerq/master,Oliver Hudson,2018-08-07T20:05:50Z
f34ea235c9dcd17d65f8de8ce0c4fea0b931778c,add back solidity coverage to npm test,Walker,2018-08-07T19:48:12Z
027133eada1b446ba2c4d3589de97603e2cefe12,use local ganache instance in buildTransactionDataTest,Walker,2018-08-07T19:35:59Z
bf7c1425c0da8a080b5194c7434985b1e2ee29bb,Adds initialized to checkVariables; consolidates check of initialized into single function,Oliver Hudson,2018-08-07T19:32:55Z
09c208e9ab39557f3ca99bbb0b2fc8f7051d9b72,Merge pull request #184 from o-a-hudson/fix-test-upgrade,Oliver Hudson,2018-08-07T19:14:36Z
6b65f7b59c7379e7e69f19aeb97aaa3885bea2b3,Merge pull request #185 from AlecSchaefer/event_tests,Oliver Hudson,2018-08-07T17:46:27Z
9b1746429199e027e36b3d2de5133a9dd935843c,call callback in truffle script,Walker,2018-08-07T17:34:58Z
f241bb9fa885ea7e4e237cec88d502a4774e7853,Merge pull request #186 from o-a-hudson/docs-upgrade,Erik Tierney,2018-08-07T17:34:04Z
92034aa8f5d2b5f3d6856222b4702383c10c9eec,"add script for generating data parameter of eth transactions, useful for upgradeToAndCall",Walker,2018-08-07T17:11:42Z
c31ff14d00f60ca98368f6b398ed57e1da8f6b29,imports FiatToken and FiatTokenProxy via tokenTestUtils rather than via artifacts.require,Alec Schaefer,2018-08-07T17:05:01Z
194e043698f6e5e4ed2033aebf0dc95bbaa2e43a,Removes references to token-client,Oliver Hudson,2018-08-07T16:52:50Z
e0651ecf7b07b083fc4f02d157f75cded9be7a0a,Clarifies upgrade documentation,Oliver Hudson,2018-08-07T15:48:00Z
28bcd056f25e95b063d0cf0ace3334c246e43784,Adding upgrade documentation,Oliver Hudson,2018-08-06T21:50:50Z
94769b4dd19ea01cc499857165237e62505e27f5,fixes naming error,Alec Schaefer,2018-08-06T21:35:44Z
b0dc0def9caf924387d6a6c93c3f114d78e405a6,"adds et000, et015, et016, et012",Alec Schaefer,2018-08-06T21:12:21Z
10077833c797402de9d8fef4abc85fcd68c14ee3,Fixes incorrect test,Oliver Hudson,2018-08-06T19:21:23Z
1fc5d679b22a7c040b2f0364a7bccb856ab85977,Merge pull request #182 from mirathewhite/testInitialized,Oliver Hudson,2018-08-03T22:29:33Z
175df8d45f9381a72599bf4896eba2cf6f8c7fe5,Merge pull request #180 from AlecSchaefer/upgraded_keyword,Oliver Hudson,2018-08-03T22:10:37Z
2580cb9e22a4b0b4dbfc43ac89b9e0ce7ef96b9a,unit tests for initialized storage location,mirathewhite,2018-08-03T17:08:05Z
19cb665ee89a419063adfa89baa9f568194417f2,Merge pull request #179 from eztierney/pin-versions,mirathewhite,2018-08-03T15:38:40Z
224fddcdd5ada47dd09214fa402d18c2bcc5a89a,verification tool now runs on upgraded tests rather than skipping,Alec Schaefer,2018-08-03T15:38:25Z
0545053530a9044bbc65cf20e5cb20653a30aad0,Pin truffle to 4.1.13,Erik Tierney,2018-08-03T15:22:02Z
2cc70f78537d5643d13a100f86ae7d0641eb7b17,Merge pull request #178 from eztierney/license,Erik Tierney,2018-08-03T15:12:45Z
94745c9d5628a2037cdccad06fd6180c2ea87810,Add LICENSE file,Erik Tierney,2018-08-03T14:55:19Z
30b5a8d6102005ef4b4e0861fd188634f50d8f6d,Merge pull request #176 from AlecSchaefer/ignore_PausableTests,Oliver Hudson,2018-08-03T14:30:56Z
dba9d85f2a94088c7d140fc10ea7c7f5318278fa,modifies verification tool to ignore PausableTests file,Alec Schaefer,2018-08-02T18:32:54Z
d25328db20b812e8ca0fe6dbf803e09c895f7910,Merge pull request #157 from walkerq/master,Oliver Hudson,2018-08-02T20:55:54Z
3c0267735d76992a2340c68846d208150141e1c7,"tests events on UpgradedFiatToken, use initV2 for upgradeToAndCall",Walker,2018-08-01T22:52:57Z
33442cedd48c37e916a90b1472d239de21ba8809,Adds recursive initialize pattern to upgraded test contracts; adds additional proxy upgrading tests  and ups gas limit in ABIcalls,Oliver Hudson,2018-08-01T14:08:57Z
5d01a040ef0a102826ed2d2630913543c2c93a0e,[CENT-142] Check for unit test completeness (#172),mirathewhite,2018-08-01T18:57:33Z
a0d2f0f50620337a92148b82166bd78e561e8cbf,add tests for events,Walker,2018-08-01T20:05:59Z
f7b925a9aff594267fe9cdd7851662963d5a269a,Merge pull request #177 from o-a-hudson/build-fix,Erik Tierney,2018-08-02T19:10:31Z
d90fd6914d07dbcbe5ec7dee8dcc8eaf6af7568f,Fixes broken build due to calling outdated function,Oliver Hudson,2018-08-02T18:52:38Z
0bba5e7ce3295abc975e6a1065a452000376b819,Merge pull request #175 from eztierney/yarn,Erik Tierney,2018-08-02T18:38:43Z
49468adc82e0334004ecb62ecf694adaf1051659,Update yarn.lock with recent package.json changes,Erik Tierney,2018-08-02T18:20:24Z
5d725db3fee0cdaae1ec099125f422d64253c983,Merge pull request #174 from eztierney/yarn,mirathewhite,2018-08-02T16:55:47Z
1e3e0b1e0298987ca5ec20813cfa7a1e83dbd2b0,Update lockfile,Erik Tierney,2018-08-02T13:49:52Z
6f8bd5b0085e7d68d31cb915d97122fbf18e29db,Add --frozen-lockfile to yarn install,Erik Tierney,2018-08-02T13:41:21Z
2f3c15a0e18e981a3c6a22b83c6800fe4cccbdcb,Merge pull request #173 from AlecSchaefer/unit_test_completeness,mirathewhite,2018-08-01T20:41:57Z
3e4cec2c59adabf5768bfa2e5e37f29adc4d2984,Switch to yarn for dependency verification,Erik Tierney,2018-08-01T19:35:41Z
d5ca2ede664386423b34fcd5df30482054a296d0,Merge pull request #169 from o-a-hudson/proxy-testing,Erik Tierney,2018-08-01T19:33:59Z
5318957a986ba39dfaa5716799774d223a5cdbf6,adds support for UnitTestCompleteness tab,Alec Schaefer,2018-08-01T19:33:15Z
a696a751ffd17a68a5a71a98c33e187c98b239f7,[CENT-142] Check for unit test completeness (#172),mirathewhite,2018-08-01T18:57:33Z
584d007a45f728f3b195f8f5af089f17dbd28ce2,Adds recursive initialize pattern to upgraded test contracts; adds additional proxy upgrading tests  and ups gas limit in ABIcalls,Oliver Hudson,2018-08-01T14:08:57Z
0703df5c267eb21e05eacb49565239a6864b5d70,Merge pull request #171 from AlecSchaefer/fix_verification,mirathewhite,2018-08-01T16:50:36Z
ed7eb0650307bc330f7ac65dd1568f4191069b12,adds mocha to package.json,Alec Schaefer,2018-08-01T15:41:51Z
b92008fe433e6122396058ba6a865234abc4d13b,[CENT-51] Unpausable functions (#170),mirathewhite,2018-08-01T15:37:12Z
7478ffbe8a237b33d6a61569d73b94004287382d,Update ABI Tests and squash tons of commits (#164),mirathewhite,2018-08-01T15:35:52Z
e50b198e8db9eae1574cfc1c90d51e339a8245ad,Adds upgrader to checkVariables and adds missing ept tests [CENT-144] [CENT-217] (#167),Alec Schaefer,2018-08-01T14:58:30Z
34d00d166fa1991597d8b28d2dc12a9c37ab2d06,Merge pull request #162 from AlecSchaefer/add_ms008,mirathewhite,2018-08-01T14:18:28Z
60cf6ff6520a28ba27193592d15af9c369a92f11,Merge branch 'master' into add_ms008,Alec Schaefer,2018-08-01T14:02:23Z
3b1485f3d5db257feaa3ece47c5434db2456a915,Merge pull request #168 from AlecSchaefer/orange_test,mirathewhite,2018-08-01T13:58:09Z
655becc48370ed70fb2393b3c0383bcc4003bdcc,fixes upt004 to use new checkVariables upgrader value,Alec Schaefer,2018-08-01T13:23:32Z
c9839e78fcc744f1ad0780758c962e3f840bd7e9,Merge branch 'master' of github.com:centrehq/centre-tokens into orange_test,Alec Schaefer,2018-07-31T22:08:23Z
c7c2db718980f43bca7262140c86e40052f47de3,Merge pull request #166 from eztierney/fix-build,Oliver Hudson,2018-07-31T22:02:11Z
d056bd78ee8fb84ad6230e72136fffeead5d0b48,adds test upt009 [CENT-228],Alec Schaefer,2018-07-31T21:52:43Z
61966d7cbcd39c5d4778e27f084d5a5a2df2bce2,"adds tests ept001, ept013, ept022, ept025 [CENT-217]",Alec Schaefer,2018-07-31T21:28:17Z
21dac739fcb9c45e5189095ead065f34ec7f4429,adds upgrader to checkVariables [CENT-144],Alec Schaefer,2018-07-31T21:25:46Z
15b69581527d022108581ded90e44db9ec62542d,Fix build,Erik Tierney,2018-07-31T20:04:33Z
e38b96a460be7ada9d658fec8380d5adee453c05,renames ms008 to upt007 and moves it from MiscTeststo ProxyPositiveTests,Alec Schaefer,2018-07-31T18:20:27Z
bef4affa4f53b9c79450028b36cec5eadd6171d7,Merge pull request #155 from eztierney/deployment,Oliver Hudson,2018-07-31T18:13:17Z
295d7e00b769e333022e9f3fa0bb185279ea1023,fix typo,Erik Tierney,2018-07-31T17:48:44Z
b0b006778dc58f039aa8e473813bf3780403e641,Merge branch 'master' of github.com:centrehq/centre-tokens into add_ms008,Alec Schaefer,2018-07-31T14:22:08Z
46341ba9dd2bccffe5647a56d2e5742efbff554c,Merge pull request #158 from AlecSchaefer/verification_improvements,Oliver Hudson,2018-07-30T20:51:51Z
55e8df2fc15bdbdf3d9d9fa7d25e060f3e0b9024,Merge pull request #159 from AlecSchaefer/delete_nt044,Oliver Hudson,2018-07-30T20:50:55Z
3828812a745733472929cc0295e84663feac37da,Merge pull request #160 from AlecSchaefer/rename_tests_to_proxy,Oliver Hudson,2018-07-30T20:50:21Z
239f7c11933e34e911f1a40c4b2a186836768e62,Merge pull request #161 from AlecSchaefer/move_ms002_ms003_ms004,Oliver Hudson,2018-07-30T20:48:37Z
78a06582fb20fa6a2048a3e7256f12e8273282a2,adds test ms_008,Alec Schaefer,2018-07-30T20:42:53Z
5bab7bdb3ceb20ec488c04c3adaf25d4caae22f1,"moves tests ms002, ms003, ms004 to MiscTests [CENT-219]",Alec Schaefer,2018-07-30T18:46:37Z
80998d03a67a0e9d916e75d80b8aa7b1b7a64af9,renames UpgradePositiveTests and UpgradeNegativeTests to ProxyPositiveTests and ProxyNegativeTests [CENT-218],Alec Schaefer,2018-07-30T18:28:54Z
a8c61b00a3fb33770b975fac960e20af42f75500,deletes repeat test nt044 [CENT-222],Alec Schaefer,2018-07-30T18:20:13Z
a2a29e63ef103ce78bb82191ba794d148042a876,"Makes minor improvements to verification tool output, adds legacy as a keyword to skip verification process [CENT-216]",Alec Schaefer,2018-07-30T18:15:10Z
866bd1f00c4c65d6c40a1dc41719a3d36c2e10d3,Merge pull request #154 from AlecSchaefer/master,mirathewhite,2018-07-27T17:28:14Z
2efe36bece4c69bfc12da81a40aeed4347c90bd2,Merge pull request #156 from o-a-hudson/proxy-testing,mirathewhite,2018-07-27T16:15:16Z
03f64fc9185c72a755cba700f1e3de507ca9b1bc,Adds UpgradeNegativeTests,Oliver Hudson,2018-07-26T23:38:10Z
5b79ed1219ee46e598d86eabfcbc41cb56a29002,Adds pausing test to UpgradePositivetests,Oliver Hudson,2018-07-26T22:28:30Z
16a00b17d9e75870b40c89ec6a2f0f7b6eb6cc0f,Adds Proxy positive tests; adds upgraded test contracts,Oliver Hudson,2018-07-26T21:58:56Z
8e93ed6950778dea76387b6c87af54fabe71e1a6,Fix deployment script,Erik Tierney,2018-07-26T20:02:19Z
249879ac767612ee622486d726f2b3be45f62d8d,fixes typo,Alec Schaefer,2018-07-26T18:09:04Z
cd0ca05c0239ab009f284557203ee460c2ccfcc3,Merge branch 'master' of github.com:centrehq/centre-tokens,Alec Schaefer,2018-07-26T18:03:12Z
069a206f649daf9600a8d0c51318585fd5542f22,"adds verification tool, adds minor edit to README,makes minor changes to test files to make them compatible with verification tool",Alec Schaefer,2018-07-26T18:00:56Z
e0816734cba7b14eeee2914810333de33f6bc285,Merge pull request #153 from eztierney/deployment,Erik Tierney,2018-07-26T16:55:39Z
8245139330dc4b777c7d18181dbbac9da5e44d8f,Initial write up of deployment instructions.,Erik Tierney,2018-07-26T15:51:58Z
4612df4f4993f0f0723a995277837abc849a71c8,Merge pull request #150 from eztierney/zero-check,mirathewhite,2018-07-25T17:54:00Z
c2bd4df9120b759252442ef8c4eddb3601e1b6a3,"adding test transferOwner for 0x00, combining functions in TokenTestUtils for initializing tokens.",mirathewhite,2018-07-25T16:08:20Z
87f3e51a5039b8e013c8f7c18843561f77e1e3b2,"[CENT-206] [Audit, Cons] Add non-zero checks on addresses",Erik Tierney,2018-07-25T17:40:23Z
836e7c6911930241c69a90aaa7eae0ed5c882a7c,Merge pull request #147 from eztierney/copyright2,mirathewhite,2018-07-25T00:22:33Z
