sha,message,author,date
893cc17115c53ed409db76eb0abbb8c696bdf35c,Add copyright to FiatTokenV2.sol,Erik Tierney,2018-07-25T00:05:54Z
a12aa17dcbe5359a13eb74a710ae2af1c2b20f30,adding MIT license header,mirathewhite,2018-07-24T19:07:37Z
8006de820ca10c2df7e6f2d425e01e233204b6c4,"Move Ownable, pausable out of thirdparty directory.",Erik Tierney,2018-07-24T19:06:40Z
d93f08edc9ee01adb94c3acd5239c755e95b8dd8,Consolidate Ownable and OwnableStorage into 1 contract,Erik Tierney,2018-07-24T18:09:21Z
be236487a992de6f60ebcebc6879a769db6bec58,Merge pull request #146 from o-a-hudson/blacklist-typo,Erik Tierney,2018-07-24T23:55:28Z
f917a6c9382fa8ae40e59c745cb9b87e6dc530eb,Removes openzeppelin copied files; adds as npm module (#145),Oliver Hudson,2018-07-24T23:54:35Z
3c394b68e97ac30916af4447e8dfeb0a49ea6368,Fixes typo in documentation [Trail of Bits - 12],Oliver Hudson,2018-07-24T20:01:45Z
40c02e4bc04bd6d88a4d99d7533daba4722fd2c1,Adds FiatTokenV2; runs all tests on initial and upgraded token; reorg… (#141),Oliver Hudson,2018-07-24T19:51:24Z
1600b742dea31f4471e23bda6a04103260d0d7d5, Adds tests ms039 - ms044 to ensure functions return true on success [CENT-164] (#133),Alec Schaefer,2018-07-24T19:11:10Z
b2c32c1fb9337099d31dad1b7052235c98495e70,New ABI Tests (#137),mirathewhite,2018-07-24T17:09:03Z
05876ef04cd31b5049fa31438aeed773850c81c1,Merge pull request #142 from eztierney/transfer-event-burn,mirathewhite,2018-07-24T15:46:26Z
4268f0bc3351f3d35ff78c22f4c6214b9b678667,Merge pull request #140 from eztierney/npm-zos,mirathewhite,2018-07-24T15:43:34Z
83c4be92681da7d72e90c57ee91e68bf02a2a2cc,Merge pull request #135 from eztierney/documentation,mirathewhite,2018-07-24T15:33:54Z
61f3df8adc4e669295566eec3563519fb0356808,Minor edits,Erik Tierney,2018-07-24T14:44:55Z
54c35c93cdf3855dc505f1a7b531e2180f0f5dca,[CENT-197] Emit Transfer to 0 event in burn method.,Erik Tierney,2018-07-23T19:59:45Z
25023f104bfdc25063f4e61195979801edacd99c,Remove --strict option since zos-lib has some warnings.,Erik Tierney,2018-07-23T19:43:03Z
776d6187f97b29f57e578cff92741040bd1570ab,Merge branch 'master' into documentation,Erik Tierney,2018-07-23T19:27:06Z
165c9435860717938871302d2870ca75bc50f0d0,Minor updates to doc,Erik Tierney,2018-07-23T19:19:42Z
13a88eac0fda6de964a0bf4f8f9a5a72367c00d7,Merge pull request #139 from o-a-hudson/openzeppelin-transfer-transferFrom,Erik Tierney,2018-07-23T19:08:24Z
66036c78f89306ab9f789571f9877f31063f9c8f,Merge pull request #138 from o-a-hudson/mint-burn-0,Erik Tierney,2018-07-23T18:59:00Z
f7d528c291e8c4ae79b2bd1e8648e679d0419742,Pin zos-lib version,Erik Tierney,2018-07-23T18:53:44Z
39a4bb8709a45a7fe163b4e637655ef531adaec0,Remove zepplinos files now that we are npm installing it,Erik Tierney,2018-07-23T18:52:58Z
eb5b78f487f23806674eebaed01846b56377d773,Uses openzeppelin transfer/transferFrom,Oliver Hudson,2018-07-23T17:16:28Z
3437f634a438cff6032d841024c47e7b578a234f,Switch to using unstructured storage,Erik Tierney,2018-07-23T16:58:49Z
9ceb65f8503e521058d6a130811cd9b5a37540d2,"Removes mint, burn when 0 tests",Oliver Hudson,2018-07-23T16:55:27Z
b99f3327eb79af5d02556bab14b00968f7d97cb5,"Adds restriction that amount > 0 for mint, burn",Oliver Hudson,2018-07-23T16:01:42Z
2b990f4857ea994f68665c9812dcb70cf0066d7f,npm install zos-lib,Erik Tierney,2018-07-20T17:16:16Z
42d60378f5a71d3005efb7094e10b8dd329752fe,Merge pull request #136 from eztierney/compiler-version,mirathewhite,2018-07-20T14:20:17Z
0be924e512ffe6ad62bd1f4b076f9982d84ddb8a,Switch required solidity version to 0.4.24,Erik Tierney,2018-07-19T20:05:14Z
68648bf5f94bf037c7aeb3e2a95b90870d19b6ee,Remove comment referencing `totalAmount` which no longer exists.,Erik Tierney,2018-07-19T19:17:13Z
f0c270606208c32be83654c769f1095bdce81788,Add missing parameter to `mint` comments,Erik Tierney,2018-07-19T19:15:41Z
67e906953f1fcc46ac0089c7b980d81c507cf478,Update README.md given recent changes,Erik Tierney,2018-07-19T19:15:15Z
5a68698f166db89b88e83b36d3f8aea16a0763f4,Remove git submodule from setup instructions as we no longer have any submodules,Erik Tierney,2018-07-19T19:06:00Z
f673c70c44e54c23ab08d406cb5ee9f44ce614e2,Add some reasoning behind the mintingAllowance and Pause features.,Erik Tierney,2018-07-19T19:00:56Z
c4b14d4be665c35483224642c14dee3626025e1c,More detailed doc on how the token works.,Erik Tierney,2018-07-19T18:44:25Z
5c9b23f244fdeb7de4e81ec3b124e7aacfe2df10,Merge pull request #134 from AlecSchaefer/argument_tests,Erik Tierney,2018-07-19T17:05:20Z
96bb9ba8db7d91f8c2da4c62d78bf760b2ee3152,Merge pull request #129 from eztierney/transfer-mint-event,Erik Tierney,2018-07-19T17:05:03Z
74b0dd042a358281db9710ccc1e5d6004b62a228,Remove unused test method,Erik Tierney,2018-07-18T20:00:07Z
b83ae215d1fe0d8dbb2f8ad34bc8a2bf03eb06d7,Modify mint function to verify Mint and Transfer events,Erik Tierney,2018-07-18T19:59:36Z
75f39e55c16e3be77b0b63f4be0f591b71f60f9e,[CENT-160] Fix Transfer event in mint.,Erik Tierney,2018-07-16T20:22:01Z
257d8f48f96b67a23a3bc1ca543c2605f7137f68,Merge pull request #131 from o-a-hudson/proxy-upgradability,Erik Tierney,2018-07-19T13:01:39Z
c39a926772bd53485c9514dbf17f8696dfada9ac,Merge pull request #132 from o-a-hudson/safemath-Blacklistable,Erik Tierney,2018-07-19T13:00:36Z
a4d1aaf6acc35bfae2469eaccdb0033ff638363c,"adds tests ms017-ms021 and ms036, makes minor formatting changes to test files",Alec Schaefer,2018-07-18T23:34:38Z
1ad34f85990f9891956f1ec7e5512f725129c033,Removes safemath from Blacklistable,Oliver Hudson,2018-07-18T21:06:12Z
e681c81e9b29c21d4876a28b5e4be500b85f8096,"Sets blacklisted, minterAllowance, minters to internal; Adds getters",Oliver Hudson,2018-07-18T20:46:05Z
26eb01bdd68b3cb86c4ba997c8502cce771a94ec,Merge pull request #128 from o-a-hudson/proxy-upgradability,Erik Tierney,2018-07-18T18:53:49Z
e2448ce89dc823595b6f49ea00b4bbbe3b202fd1,Removes accidently committed file,Oliver Hudson,2018-07-18T17:49:20Z
9aceabcf6be01c95d231564443c0b3d3e61faa10,Fixes formatting error,Oliver Hudson,2018-07-18T17:46:51Z
ab538202f27d3d1cf8f93d760b4fefddba990ab8,Merge branch 'master' of github.com:centrehq/centre-tokens into proxy-upgradability,Oliver Hudson,2018-07-18T17:37:40Z
e978ef04c1045d110de530429ac86985758712a4,Fixes old lookup function used in legacy tests,Oliver Hudson,2018-07-17T23:33:57Z
bcc3f462ce592fda2cb2679e10da9bdfd4559900,Makes private variables internal to ensure upgraded contracts can extend and access variables,Oliver Hudson,2018-07-17T23:21:36Z
c76ec8fc5335c3b6a7b422034418771c04234671,Fixes typo,Oliver Hudson,2018-07-17T23:20:54Z
5f54a954919c608b4278cee102f1a94792faaf75,Removes unused getter function (now auto-generated function is directly used),Oliver Hudson,2018-07-17T23:06:17Z
d1415f9ae937508e90fbd1960763411af02478ca,Adds missing blacklisted lookups using new function,Oliver Hudson,2018-07-17T22:52:00Z
e016e5d1e459721e96bd4d4e41e4864e2bf7fa7c,Switches lookup in testing of blacklisted to public variable method; removes defunct smart contract blacklisted lookup function,Oliver Hudson,2018-07-17T22:49:54Z
eb1532eb74ce53da6b174a885e53bb8fcfc4c3fa,"Makes blacklisted, minters, minterAllowance public; changes one require to a modifier",Oliver Hudson,2018-07-17T22:36:35Z
7a546ea2b9e4ca62220107d4b0807b5f56ddd440,Removes StorageUpdater class,Oliver Hudson,2018-07-17T22:22:03Z
99601b2c1000bd7d6c24b45355eba0d45123228c,ABI Hacking tests (#111),mirathewhite,2018-07-17T17:17:02Z
57bc9eac747c2b470456683afb5a3f7d4ce65b36,Updates thirdparty zeppelinos contracts to fix compiler warnings,Oliver Hudson,2018-07-16T19:55:26Z
7ef9d423415b529e66eac64f617e7cd92a271782,Removes unused getBalances function,Oliver Hudson,2018-07-16T19:38:53Z
c0109440745494b4bbd610ad212ab6e0aa855417,Removes defunct tests due to upgrade mechanism change; fixes broken tests due to upgrade mechanism change,Oliver Hudson,2018-07-16T19:28:20Z
ede925fbcc75ee269fa85cfca7b9f5f8fe47cf9c,Removes no-longer-used Ownable contract from openzzeppelin,Oliver Hudson,2018-07-13T14:48:54Z
a0b74221f4f64481ea9d57d0f92608bdcad0a058,Fixes later compiler warnings on zeppelinos Ownable contract,Oliver Hudson,2018-07-13T14:47:27Z
5d81bc75eeabea4410c85b70e1a455343167eb63,Improves formatting,Oliver Hudson,2018-07-13T14:39:05Z
f494d10535da609df54c0c3179f2acc4c7380729,"Removes contructors in Pausable, Blacklistable",Oliver Hudson,2018-07-13T14:34:15Z
d6af961defc7877ab043dd8fd9ee889b466e575c,Adds initialization check to initialize,Oliver Hudson,2018-07-13T13:59:15Z
39fb0e3f3474c49105ef8245f7eafc8ce12231d9,Adds upgradeability by proxy,Oliver Hudson,2018-07-12T23:57:42Z
aee310af59bdabc258d2a63a6c945ba3327b96aa,Fixes bug that transfer/transferFrom to self doubles balance [CENT-152],Oliver Hudson,2018-07-09T22:38:13Z
d7589835634f3edb6a1dfee229ae36c833362c88,Merge pull request #125 from AlecSchaefer/multiple_minters_tests,Oliver Hudson,2018-07-11T14:46:36Z
7117d4559422c2ca3516fe529f926e6de04e7283,"adds tests for multiple minters, moves MiscTests into their own file",Alec Schaefer,2018-07-10T22:01:12Z
c72303117b0cea6f581aa0032abbce0df6ff09e9,Merge pull request #121 from o-a-hudson/forwarding-tests,mirathewhite,2018-07-10T16:48:09Z
7c55ffa9032faf2331f5fb622f85762665fb7fbd,Merge pull request #124 from AlecSchaefer/self_tests,mirathewhite,2018-07-10T16:47:36Z
d311be7ebdfc205ce201aa06a9ed30028ad42798,"adds tests ms005 and ms006, adds check in checkVaribles confirming totalSupply equals the sum of account balances [CENT-156] [CENT-153]",Alec Schaefer,2018-07-10T14:07:17Z
803c998fdfa822bacb4e6a775f125585333a8b31,Adds Forwarding Tests,Oliver Hudson,2018-07-08T18:51:05Z
f2b65ca902e29807f1b5ac82ecaec1398c0d9c2a,Merge pull request #122 from o-a-hudson/codebuild-bump-time,Trevor Baker,2018-07-09T14:43:56Z
791b1eee203243fe000b85bc9b355babcae70c71,Bumps codebuild timeout time,Oliver Hudson,2018-07-09T14:29:52Z
257454ae43af07ba10c1b046afd86a9e0d5b17f2,Merge pull request #119 from AlecSchaefer/test_ids,Oliver Hudson,2018-07-02T15:02:25Z
1bafa2823be304c80e8864cac59aacd66c79a5e7,Adds unique test IDs to Extended and Negative tests,Alec Schaefer,2018-07-02T14:45:33Z
9bec319744e95b8da36e7e3e7700d1c6421e9525,Merge pull request #120 from AlecSchaefer/test_pt021,Oliver Hudson,2018-07-02T14:25:44Z
a5a007e95aab3fb1ba1834199fef799c53fc69b8,forgot to uncomment tests,Alec Schaefer,2018-06-29T21:47:40Z
9690646e44adfacbb9b2e258a563f29e9965e56c,adds storageAddress to checkVariables and adds test pt021,Alec Schaefer,2018-06-29T21:35:33Z
958b6bb5cba2e850e087770be8839873d35c5e86,Merge pull request #116 from AlecSchaefer/checkVariables,Oliver Hudson,2018-06-29T21:22:08Z
ffe40254de664b710340b4f494a6b14aa1ab5f68,Merge branch 'master' into checkVariables,Alec Schaefer,2018-06-29T21:00:41Z
a1f61ccf32f0dbc7dfc93f180530819e08db1de9,Merge pull request #118 from AlecSchaefer/NegativeTests,Oliver Hudson,2018-06-29T20:56:17Z
d787ebac918b933e0457be1dfb364be6024f625c,Update PositiveTests.js,Alec Schaefer,2018-06-29T20:56:14Z
a8bb2ac17f0a1b549a15f6e8ec9fa61746ca261a,Merge branch 'master' into NegativeTests,Alec Schaefer,2018-06-29T20:43:00Z
8866645747ea5f42cf40074fda5b8ecc1d3b112d,Merge branch 'master' into checkVariables,Alec Schaefer,2018-06-29T20:42:13Z
35e56efc707869871891667032a46786ae3c27db,Merge pull request #117 from walkerq/master,Oliver Hudson,2018-06-29T20:31:23Z
99e65608d6dc667da3a93ee191be9b8ee72d5796,adds unique ids to Negative and Extended tests,Alec Schaefer,2018-06-29T15:37:21Z
0b290a6cd7d57df4fa132c57e96d3865f0a088c2,adds incomplete negative tests,Alec Schaefer,2018-06-29T20:27:14Z
4b9dc760c2805402a49bf1fe58b5022aa14170c6,add labels to Positive tests,Walker,2018-06-29T20:05:39Z
28451772f922e542e8e11a668d23df0e660e252c,forgot to uncomment tests,Alec Schaefer,2018-06-29T20:03:45Z
3626af81b5bda349a6edc3d3893c2dce2a435292,"Adds variables to checkVariables, makes checkVariables take in an array and changes tests accordingly",Alec Schaefer,2018-06-29T19:54:25Z
6c8b1fd50d14ecf9da8b1e1996606ff817b6195d,Added missing tests to ExtendedPositiveTests and PositiveTests  (#108),Alec Schaefer,2018-06-28T19:12:20Z
66abec9b1602962ac625392c18d15139037b87b2,Added TestWrapper to avoid repeated it() blocks. Consolidated/Organized tests to sync with spreadsheet.  (#105),Alec Schaefer,2018-06-28T18:27:52Z
3d757196639ace8430d6400801056ec9147dc461,Merge pull request #112 from o-a-hudson/transfer-event,Oliver Hudson,2018-06-27T18:36:37Z
f1d8fb44560d5883c01c16948f44a8f3f374046b,Adds Transfer Event to mint (consistent with openzeppelin),Oliver Hudson,2018-06-27T18:20:47Z
03e14ce7e5ebbcef8d72b534e82aa269c0b2f9c9,Merge pull request #110 from o-a-hudson/comments,Erik Tierney,2018-06-26T14:24:41Z
cd20125b5fbcbe64d320d63964a63e0835ca398f,Fixes await statements,Oliver Hudson,2018-06-25T19:44:53Z
a2a44443057358e1f3cb935674359df3cfa32899,Removes commented out tests,Oliver Hudson,2018-06-25T19:40:56Z
91ea80fc7ef1cbe9a4947ef7f1a6b385ecafb3db,Merge pull request #109 from o-a-hudson/indexing,Erik Tierney,2018-06-25T16:31:41Z
d244ec24c194dc32bac2daece1337a6b70e96408,Merge branch 'master' of github.com:centrehq/centre-tokens into indexing,Oliver Hudson,2018-06-25T15:34:12Z
ad29fbf150c140e135a07c338468d00f8090afb0,Adds missing indexing to events,Oliver Hudson,2018-06-25T15:32:43Z
5d105c07ced4761e447b82615fe99d6c6aa72439,Merge pull request #107 from o-a-hudson/upgrade-check,Erik Tierney,2018-06-22T20:05:55Z
76bf87e0de4ba9882f03a6b693374b0f3f2d9628,Merge pull request #106 from o-a-hudson/variable-name,Erik Tierney,2018-06-22T19:44:39Z
0163649891057801df54ce74b04bb1783b07fd8f,Adds restriction and tests that newAddress is not 0x0 for upgradeUpgraderAddress,Oliver Hudson,2018-06-22T19:37:10Z
831ac3ffbd748c5cb26402840f933c46610620aa,Renames BlacklistableTokenByRole to Blacklistable for accuracy,Oliver Hudson,2018-06-22T19:17:16Z
7ae3a354f6c74e661b6d0aee8c3344b02cb0274a,Merge pull request #103 from eztierney/readme,Erik Tierney,2018-06-20T14:40:49Z
ceb40b00233d4801cb45c89454dabc8ddd94876d,Remove submodule section now that we aren't using submodules anymore.,Erik Tierney,2018-06-20T13:12:25Z
bacbc895bb24441175d86a6aaf484e77a4c5fa69,Minor edits.,Erik Tierney,2018-06-19T19:53:45Z
3fb38df16969e4d79cfd3c82f81ade531340869b,Merge pull request #101 from o-a-hudson/SafeMath-tests,Erik Tierney,2018-06-19T19:46:59Z
26ec2a55f896ef96b9ebc4dacdc65b9f0a967760,Merge branch 'master' of github.com:centrehq/centre-tokens into SafeMath-tests,Oliver Hudson,2018-06-19T19:36:48Z
faddbb20aa24053b799c54d055c5f18f6d25aaf4,Fixes extra whitespace,Oliver Hudson,2018-06-19T19:31:25Z
455bfdb68d9d707641dd17d278334037c051a757,Removes whitespace change,Oliver Hudson,2018-06-19T19:26:56Z
a09718e89dfac0f8dc6038303481ed0df4c918d9,Moves SafeMath test to project format,Oliver Hudson,2018-06-19T19:20:40Z
1752ee7dae1e227b50b7409f6932ff43e93c98c4,Added high level description of contracts to README,Erik Tierney,2018-06-19T18:05:29Z
20b56beb1d84a0ab0d7e637de3873a4f0dd7ac43,Merge pull request #102 from mirathewhite/master,Erik Tierney,2018-06-19T18:03:08Z
9713d11810efe2ea97045cdd112ca43baa02a94b,fixed indent,mirathewhite,2018-06-19T16:15:09Z
c5dcdc900d5aa1b83e65b9eca2084087dd464ea5,"more unit tests, export eternal storage owner private key",mirathewhite,2018-06-19T16:12:19Z
0d4103ac7292e1e8b5bc772191ef118f63a302de,Merge branch 'master' of https://github.com/centrehq/centre-tokens,mirathewhite,2018-06-19T13:39:09Z
f93fc78b0aa104ee9a4adb10607f397c546964d0,looking for hash function collisions,mirathewhite,2018-06-19T13:38:58Z
521820144f5c490350fb88f41247d9a36b46eaa1,Merge pull request #100 from eztierney/pausable-zeppelin,Erik Tierney,2018-06-19T11:09:34Z
3b02dd7eb5b38f134746aee7a94c32a224ea1ed7,Merge branch 'master' into pausable-zeppelin,Erik Tierney,2018-06-19T10:24:40Z
68ab6e527440437df8e289ac222f44124fc9dc01,Merge pull request #99 from eztierney/missing-await,Erik Tierney,2018-06-19T00:24:37Z
401d3ee61f740d0138d6f09fb649889c1490e3fc,Add dates of modification to pausable,Erik Tierney,2018-06-19T00:23:25Z
9764e6e0faaa25385ab28dc417794f5bf7a5232e,Finished remaining negative tests and removed repeat tests from comprehensive test file  (#77),Alec Schaefer,2018-06-19T00:20:30Z
12c1f84016958af6acd29e815fd9dd32ce4c20b3,"Removes mul, div from openzeppelin SafeMath",Oliver Hudson,2018-06-18T22:08:26Z
04fb77349b007925ecba11bb1be1e9b1bdf5af98,Adds specific coverage configuration to avoid collision with openzeppelin settings,Oliver Hudson,2018-06-18T22:07:19Z
6e446ebb9a6f4f21c16059b8900cd95e5449a07f,Improves whiteshpace formatting,Oliver Hudson,2018-06-18T21:37:32Z
a81d91749e9477bfb63a8fbdf81ba23cc6522b7b,Adds and improves comments on openzeppelin copied tests,Oliver Hudson,2018-06-18T21:35:44Z
b413ee8fdc746c35b8b3815a3e9a8354d2427cab,Adds openzeppelin tests for SafeMath,Oliver Hudson,2018-06-18T21:34:12Z
7bcbe091d97e31e30564efaee3674fe898606282,Another missing await,Erik Tierney,2018-06-18T18:24:56Z
249b827a67ac09e39b39f04e1b7aab5bb002502e,Another intermittent test failure due to missing await.,Erik Tierney,2018-06-18T18:07:57Z
b9911f0bebf735e8f01388966252a659605a331a,Remove whenPaused modifier as it is unused,Erik Tierney,2018-06-14T19:22:27Z
ba1880b8f9270040d52861ad5864325c293e7345,Unit tests for Pausable,Erik Tierney,2018-06-14T19:08:33Z
9dbd9bba2584fac329fe4b5d52cfc502b4185a3a,Switch to Pausable in the openzeppelin sub dir,Erik Tierney,2018-06-14T18:10:49Z
77b1eb180fa829b91bce70015be335628882f595,Remove whenNotPause/whenPaused modifier from pause/unpause methods,Erik Tierney,2018-06-14T17:55:00Z
9df23e9a3fdd8dc082c0dd3ac211dd46ae318059,Added pauser role to Pausable,Erik Tierney,2018-06-14T17:52:42Z
dc890e3135209d93ff0360c746e4dba7353e6ef0,Update comment with info on the base version,Erik Tierney,2018-06-14T17:41:02Z
9def9a76bd9152b543c14499693fc930ac1a2ebb,Add copy of Pausable from openzeppelin version 1.10,Erik Tierney,2018-06-14T17:38:12Z
36f10f5e0e9ce674e5abf8ab2a7b0decdbe307b4,Merge pull request #98 from o-a-hudson/reentrency,Erik Tierney,2018-06-18T17:37:19Z
cf0b11db40728906a78028bbbc2bd266d33041d1,Merge pull request #97 from o-a-hudson/submodule,Erik Tierney,2018-06-18T17:35:07Z
172a054f92e43b89b827ae0615f9ed0602718c05,Fixes reentrency vulnerability in transferFrom,Oliver Hudson,2018-06-18T15:13:36Z
4d23727d2a0b82659f1646039a1036f241b9d0b8,Merge branch 'master' into submodule,Erik Tierney,2018-06-18T14:03:39Z
bbfe3d37d4e63ba9463aa8503da5f25628a96057,Merge pull request #94 from o-a-hudson/transferFrom-upgraded-fix,Erik Tierney,2018-06-18T14:00:34Z
5a96abbef5a2b8cd943b997705bf2b7f3621614b,Merge pull request #96 from walkerq/master,Erik Tierney,2018-06-18T13:55:45Z
a009f41d4ac4d0bc6378b4700d59ccc8adb2e6d4,Merge pull request #88 from eztierney/ownable,Erik Tierney,2018-06-18T13:51:10Z
cc242aedf3fbde045e45f31afbd88ee37b9f715c,Merge branch 'master' into ownable,Erik Tierney,2018-06-15T22:18:39Z
5520b761e9d0209d7ef29ca5c6d50e3de93d45b1,Update test descriptions to no longer refer to roleAddress,Erik Tierney,2018-06-15T21:19:24Z
7bc9585140c5121575a67c3846f44d30421881fc,Remove unused RoleAddressChange event,Erik Tierney,2018-06-15T20:44:57Z
87e97ecafb018295042ad7282eca0e703e47bbbc,Adds correct include statements for openzeppelin files in contracts,Oliver Hudson,2018-06-15T19:12:46Z
6c49012d1f85535a0f2db2751a5737a92154876c,Removes submodule build from AWS codebuild,Oliver Hudson,2018-06-15T19:11:24Z
8a6592b23e3bdbfbd865e154889a776cbb2d8485,Removes openzeppelin submodule,Oliver Hudson,2018-06-15T19:07:46Z
8fefab7b3c8505fbc848afe343f56092ef198d32,Adds openzeppelin libraries to project thirparty contract folder,Oliver Hudson,2018-06-15T19:02:34Z
f93c079bbf2fcb083e2dccfa1cc06cc3b19928ab,"Add tests for updating master minter, owner, blacklister, and pauser from wrong address.",Erik Tierney,2018-06-15T18:55:39Z
1edd06c64ce2da54440fd9b7020d7baa73c58c93,Include ownable from blacklist contract,Erik Tierney,2018-06-15T18:49:31Z
bf65865860f0831083f1daa1a227052ab291b88d,typo fix,Walker,2018-06-15T18:08:40Z
9882372858d946dd716bfd2c5cd336d317c05b9b,Merge pull request #95 from o-a-hudson/race-condition-revert,Erik Tierney,2018-06-15T15:24:00Z
5bd275ffbc86c16a2b7b989e0c3283806a083ee7,Merge pull request #93 from walkerq/parallel-promises,Erik Tierney,2018-06-15T15:20:49Z
1ab4f8c9d154a7cd8e34725d198241955f23a94c,Fixes lack of await before expectRevert in some places causing race condition,Oliver Hudson,2018-06-15T14:58:55Z
73c8acbdc590ef6459c150c3432976f2208dbbf3,Fixes lack of check for blacklisted msg.sender in UpgradedFiatToken transferFrom,Oliver Hudson,2018-06-15T13:19:48Z
25aff2448ee650665f69e258850f2488e326e949,parallelize actualState calls in checkVariables,Walker,2018-06-14T20:31:01Z
417efe95f5fffaf1f9aaf14aaf527c433a707b2e,Merge pull request #91 from eztierney/jiggler,Erik Tierney,2018-06-14T19:46:15Z
15c793792d3a6d679e4f723f60bfe0e166fee557,merge,Walker,2018-06-14T18:10:56Z
a0a52e5cfd3885a68881140c56af765c7fee82b3,Merge pull request #90 from o-a-hudson/solidity-warnings,Erik Tierney,2018-06-14T17:59:29Z
a5a725175921d6398680564ae57dc1f397713890,Merge branch 'master' into ownable,Erik Tierney,2018-06-14T17:48:59Z
0b0754b3c5aa141345c8fb8902eee6d666d3994c,Another missing await causing intermittent test failure,Erik Tierney,2018-06-14T17:32:41Z
8b8534c8308ebeaef09869031c4b97162966df5e,Merge pull request #89 from o-a-hudson/buildspec,Erik Tierney,2018-06-14T17:19:28Z
509a6d65ad9abb518b95d9727ad6a30dd81f1b37,Enforces warnings as errors in build,Oliver Hudson,2018-06-14T17:16:32Z
7f1801606f1f97337981351710b4e318f7cab453,Updates openzeppelin submodule version in buildspec configuration,Oliver Hudson,2018-06-14T16:14:29Z
65e7a69b816ae01d7a3cf58f8f65e197da24ef9c,Merge branch 'master' into ownable,Erik Tierney,2018-06-14T16:06:28Z
ad8efdfcc608ebdf33649063db5a0821a321b067,Updates compiler version (v0.4.23) and openzeppelin submodule (v1.10.0) (#85),Oliver Hudson,2018-06-14T15:50:00Z
c4471db56996ec4f809f36223adad1ea0ac5ee81,Optimizes negative tests to run checkVariables once in own test to test defaults rather than before every test in beforeEach (#87),Oliver Hudson,2018-06-14T15:40:54Z
600c4a965283af3d95bc7051e953e7765a97e203,Rename roleAddressChanger -> tokenOwner in test files,Erik Tierney,2018-06-14T15:30:01Z
0b19ebf9e4cbff6ed0fd91d9001d48780beac7bd,Refactor from roleAddressChanger to Ownable,Erik Tierney,2018-06-13T18:29:46Z
457d17a684279e2aec82db147d9888cd207202bc,Update build timeout to 30 min,Erik Tierney,2018-06-14T15:09:36Z
8e3ac2002c1bd0da764421b6ff6214c7ccecbdc2,Merge pull request #86 from o-a-hudson/timeout,Erik Tierney,2018-06-13T22:51:44Z
40b3ab81eee46735b524b6a138f4bc28c0710712,Increase timeout limit to avoid tests timing out,Oliver Hudson,2018-06-13T21:19:50Z
9aab46423a8639c498de0bc643c50127f2302f56,Merge pull request #84 from eztierney/jiggler,Erik Tierney,2018-06-13T20:05:50Z
5610bce36b26380f2d4382ad6cc88641daff0b08,Merge pull request #82 from eztierney/ctors,Erik Tierney,2018-06-13T19:18:32Z
55d20db05f345dfc5320b43a968fb8567fb7aa49,Merge pull request #83 from mirathewhite/master,Erik Tierney,2018-06-13T19:11:46Z
e9034ddac4b6f54aa835b1b4680cab660a01b706,Fix intermittenly failing test - added await,Erik Tierney,2018-06-13T19:11:12Z
f5c6369caed1d5a550ba6829e272a59009384e6c,signing last commit,mirathewhite,2018-06-13T18:42:49Z
15556a3194707ea53e16595bacf16395ba2a822c,merged,mirathewhite,2018-06-13T18:39:56Z
2948e847359e31c55f82a7b3a1c3cf007d4d6e44,Merge pull request #81 from eztierney/cent-107,Erik Tierney,2018-06-13T18:34:39Z
e6c4e76d5ae94084688760343e4dab720d5be027,Merge pull request #79 from o-a-hudson/open-zeppelin,Erik Tierney,2018-06-13T18:33:55Z
a06a9fa82af2568ffa0d39b4346c8d79e5b9d00b,Moves declaration of decimals (uint8) to be between strings and not addresses to avoid padding attack [CENT-79] (#80),Oliver Hudson,2018-06-13T18:32:19Z
6933f877eae6f9a9cb190dd19e6cf36601a16553,"Adds back removal of whenNotPaused, whenPaused restrictions on pause, unpause (#78)",Oliver Hudson,2018-06-13T18:31:30Z
be03ea11a410252d3ebdf33f85bd4956da9d8c10,Created EternalStorage tests,mirathewhite,2018-06-13T18:24:44Z
39e84eb9e1ceab5aa37077a4e1d3ccf19373ad9f,Merge branch 'master' of github.com:centrehq/centre-tokens into open-zeppelin,Oliver Hudson,2018-06-13T18:18:56Z
5d3b767bf9923112c87fde20c6f3bd65e23ea10b,add ethereumjs-tx,mirathewhite,2018-06-13T18:15:30Z
b5fa727dd7c6e0eaddb218a8bdf1457b59e5f290,Added private key for arbitraryAccount,mirathewhite,2018-06-13T18:14:35Z
5d5af563aa4348845e44a16b64feb6e7d0d4825f,build object of actual state to compare to expected state (#76),walkerq,2018-06-13T18:10:49Z
548ec196a4cc3cd4f9258128f4a184307a5eed5d,Added semicolons and unit tests,mirathewhite,2018-06-13T16:16:35Z
d4e2533b7f1414e60207566228e548422afccb29,Merge branch 'master' of github.com:walkerq/centre-tokens,Walker,2018-06-13T16:10:06Z
4d90533abf03b9cae93982ef328e0d71a076dabf,delete unnecessary test,Walker,2018-06-13T15:36:57Z
28b4b1ff2e0dba9101ddca2945d0c9f4ff0af7d9,Merge branch 'master' of github.com:centrehq/centre-tokens into open-zeppelin,Oliver Hudson,2018-06-13T16:00:17Z
5fdc1a5d2ef393507e6a1699d38bce6dae3890ec,Changed test name to Legacy Tests,mirathewhite,2018-06-13T15:59:56Z
